Date,Region,Category,Supplier,Warehouse,Order Status,Units Sold,Inventory Level,Transportation Cost,Order Accuracy,Lead Time (Days),Backorder,Cost of Goods Sold (COGS),Average Inventory,Warehouse Capacity
18-10-2022,South,Accessories,Supplier C,Warehouse 2,Fulfilled,529,3759,9298.496989,TRUE,27,FALSE,101950.5018,3592.5,5157
19-10-2022,North,Accessories,Supplier A,Warehouse 2,Fulfilled,124,3426,9518.082639,TRUE,25,FALSE,2550.850335,2399.5,9123
20-10-2022,North,Clothing,Supplier D,Warehouse 1,Fulfilled,309,1373,11738.6861,TRUE,23,FALSE,24856.44977,2205.5,8745
21-10-2022,South,Accessories,Supplier A,Warehouse 3,Fulfilled,679,3038,14443.385,TRUE,3,FALSE,110831.2711,2900.5,9421
22-10-2022,North,Furniture,Supplier C,Warehouse 3,Fulfilled,165,2763,12615.33326,TRUE,23,FALSE,12280.7931,2341.5,5807
23-10-2022,East,Electronics,Supplier D,Warehouse 2,Fulfilled,615,1920,7064.937897,TRUE,28,FALSE,56375.75237,1691,5162
24-10-2022,North,Furniture,Supplier A,Warehouse 2,Canceled,167,1462,10134.14491,TRUE,26,FALSE,28995.62884,2407.5,7383
25-10-2022,East,Electronics,Supplier A,Warehouse 1,Pending,430,3353,10227.54086,TRUE,3,FALSE,53023.76274,3467,8230
26-10-2022,North,Clothing,Supplier D,Warehouse 1,Pending,650,3581,14142.75864,TRUE,18,FALSE,18045.95122,1842.5,9341
27-10-2022,East,Electronics,Supplier D,Warehouse 3,Pending,318,104,13542.93509,TRUE,26,FALSE,56018.97913,2178,5169
28-10-2022,North,Electronics,Supplier B,Warehouse 2,Fulfilled,938,4252,5443.743124,TRUE,13,FALSE,139323.7774,3139.5,7949
29-10-2022,West,Electronics,Supplier A,Warehouse 3,Canceled,769,2027,13021.57364,TRUE,26,FALSE,77040.39164,1336,5429
30-10-2022,North,Furniture,Supplier C,Warehouse 1,Fulfilled,649,645,1237.374643,TRUE,18,FALSE,114000.7837,2816,7376
31-10-2022,West,Furniture,Supplier D,Warehouse 3,Fulfilled,870,4987,13593.90417,TRUE,27,TRUE,146852.1065,3637,9454
01-11-2022,South,Accessories,Supplier B,Warehouse 3,Fulfilled,95,2287,7199.570471,FALSE,10,FALSE,4064.212534,2633.5,7628
02-11-2022,East,Electronics,Supplier B,Warehouse 2,Fulfilled,470,2980,3263.352674,TRUE,23,FALSE,16981.32105,3230.5,7092
03-11-2022,West,Furniture,Supplier B,Warehouse 1,Pending,678,3481,8035.432952,TRUE,3,FALSE,134639.1146,2441.5,8652
04-11-2022,West,Accessories,Supplier D,Warehouse 1,Pending,612,1402,7358.363609,TRUE,19,FALSE,78238.91432,1227.5,6676
05-11-2022,East,Clothing,Supplier C,Warehouse 3,Canceled,988,1053,13300.93586,FALSE,16,FALSE,187153.3576,2994.5,5711
06-11-2022,North,Clothing,Supplier B,Warehouse 3,Canceled,701,4936,14865.85774,TRUE,19,FALSE,42272.48456,3999,8832
07-11-2022,South,Clothing,Supplier D,Warehouse 1,Fulfilled,927,3062,10260.11455,FALSE,19,FALSE,162254.2375,3137.5,8141
08-11-2022,West,Furniture,Supplier D,Warehouse 2,Pending,919,3213,13805.2101,FALSE,6,FALSE,110651.7195,3596,6345
09-11-2022,West,Accessories,Supplier C,Warehouse 3,Pending,715,3979,1039.714716,TRUE,22,FALSE,55779.68483,4349.5,6555
10-11-2022,East,Accessories,Supplier C,Warehouse 1,Fulfilled,957,4720,6135.148711,TRUE,12,FALSE,76005.0583,2881,6400
11-11-2022,North,Electronics,Supplier A,Warehouse 2,Fulfilled,970,1042,2176.281354,TRUE,1,FALSE,155633.2792,2188.5,8275
12-11-2022,East,Clothing,Supplier A,Warehouse 2,Fulfilled,373,3335,5252.334775,TRUE,12,FALSE,54355.97861,3346,7757
13-11-2022,West,Furniture,Supplier C,Warehouse 2,Fulfilled,366,3357,4663.889094,TRUE,5,FALSE,18330.68365,1825,5965
14-11-2022,West,Furniture,Supplier A,Warehouse 2,Fulfilled,408,293,13432.16039,TRUE,15,FALSE,67494.51466,265.5,9982
15-11-2022,North,Furniture,Supplier B,Warehouse 3,Pending,316,238,8574.161073,TRUE,22,FALSE,20719.2929,257,7865
16-11-2022,North,Electronics,Supplier B,Warehouse 1,Fulfilled,312,276,1825.680898,TRUE,9,FALSE,10013.81557,405.5,8171
17-11-2022,South,Clothing,Supplier C,Warehouse 3,Fulfilled,425,535,652.9987338,TRUE,10,FALSE,57426.5005,488.5,9052
18-11-2022,West,Accessories,Supplier B,Warehouse 3,Fulfilled,992,442,3219.144732,TRUE,7,FALSE,177278.6146,425,6834
19-11-2022,North,Furniture,Supplier A,Warehouse 1,Fulfilled,935,408,2953.444249,TRUE,13,FALSE,139743.2866,1036.5,8596
20-11-2022,North,Electronics,Supplier C,Warehouse 2,Fulfilled,101,1665,6519.757303,TRUE,9,FALSE,15956.01161,2864.5,8811
21-11-2022,North,Electronics,Supplier C,Warehouse 3,Fulfilled,492,4064,7754.212521,FALSE,18,TRUE,15341.85825,3149.5,8199
22-11-2022,North,Electronics,Supplier D,Warehouse 2,Fulfilled,377,2235,11073.55875,TRUE,2,FALSE,43629.54344,2502,8163
23-11-2022,West,Electronics,Supplier B,Warehouse 3,Fulfilled,281,2769,3705.537516,TRUE,22,FALSE,8954.683224,3683,8209
24-11-2022,West,Accessories,Supplier A,Warehouse 1,Pending,916,4597,3624.936434,TRUE,8,FALSE,53805.57999,4613.5,9104
25-11-2022,North,Electronics,Supplier B,Warehouse 1,Pending,626,4630,10154.547,FALSE,29,TRUE,101506.5805,4302,5216
26-11-2022,East,Electronics,Supplier A,Warehouse 2,Pending,269,3974,6165.056288,TRUE,3,TRUE,34499.02407,2334.5,9584
27-11-2022,North,Electronics,Supplier A,Warehouse 3,Fulfilled,987,695,6582.481534,TRUE,26,FALSE,101918.9974,1535.5,7968
28-11-2022,South,Clothing,Supplier A,Warehouse 2,Fulfilled,418,2376,5635.235853,TRUE,12,TRUE,64577.38459,3550.5,6008
29-11-2022,North,Clothing,Supplier B,Warehouse 1,Fulfilled,791,4725,2807.806718,TRUE,28,FALSE,88360.15221,4604.5,6210
30-11-2022,South,Electronics,Supplier A,Warehouse 1,Fulfilled,933,4484,14595.15036,TRUE,29,FALSE,69681.3687,2519,5852
01-12-2022,West,Clothing,Supplier B,Warehouse 1,Fulfilled,991,554,6064.700641,TRUE,5,FALSE,146635.6286,1638.5,8490
02-12-2022,East,Furniture,Supplier C,Warehouse 1,Fulfilled,951,2723,7766.859606,TRUE,5,FALSE,121752.0479,3697.5,5743
03-12-2022,North,Electronics,Supplier D,Warehouse 1,Fulfilled,497,4672,557.4191737,TRUE,24,FALSE,81213.5574,2557,9906
04-12-2022,East,Furniture,Supplier C,Warehouse 1,Fulfilled,324,442,7652.571996,TRUE,28,FALSE,7971.7663,1229.5,5713
05-12-2022,South,Clothing,Supplier D,Warehouse 3,Fulfilled,476,2017,7796.097922,TRUE,4,FALSE,21615.10572,1174,6244
06-12-2022,South,Electronics,Supplier C,Warehouse 1,Canceled,659,331,5646.502414,TRUE,18,FALSE,76476.2371,305,8000
07-12-2022,South,Furniture,Supplier C,Warehouse 1,Fulfilled,855,279,1520.877755,TRUE,20,FALSE,142459.8278,558,7646
08-12-2022,South,Accessories,Supplier A,Warehouse 2,Fulfilled,572,837,14360.596,TRUE,10,FALSE,97505.25058,1887.5,7868
09-12-2022,South,Furniture,Supplier D,Warehouse 3,Fulfilled,460,2938,3058.376672,TRUE,21,FALSE,17788.85762,1531,7302
10-12-2022,North,Furniture,Supplier B,Warehouse 1,Pending,91,124,1184.760709,TRUE,12,FALSE,11754.8937,2044.5,6734
11-12-2022,West,Accessories,Supplier A,Warehouse 3,Fulfilled,715,3965,5999.60918,TRUE,13,FALSE,24897.43639,2540.5,7209
12-12-2022,South,Furniture,Supplier A,Warehouse 3,Pending,828,1116,12235.85839,TRUE,10,FALSE,78366.60755,662.5,5612
13-12-2022,North,Accessories,Supplier C,Warehouse 2,Fulfilled,488,209,6393.068845,TRUE,26,FALSE,31925.01895,1319.5,5912
14-12-2022,East,Clothing,Supplier A,Warehouse 3,Fulfilled,256,2430,5743.306117,TRUE,29,FALSE,39575.87697,1925.5,5002
15-12-2022,East,Electronics,Supplier B,Warehouse 1,Fulfilled,829,1421,11818.30452,TRUE,12,FALSE,126213.1286,1758,6142
16-12-2022,South,Accessories,Supplier D,Warehouse 3,Fulfilled,484,2095,722.0035061,TRUE,29,FALSE,93190.21195,1475,8280
17-12-2022,East,Electronics,Supplier C,Warehouse 1,Fulfilled,600,855,8703.259378,TRUE,11,FALSE,65862.87943,1867,6723
18-12-2022,North,Clothing,Supplier A,Warehouse 3,Canceled,801,2879,8042.821812,TRUE,19,FALSE,63129.52639,1889.5,6488
19-12-2022,South,Clothing,Supplier C,Warehouse 3,Fulfilled,260,900,4385.169877,TRUE,18,FALSE,47804.20901,1503.5,5453
20-12-2022,South,Accessories,Supplier A,Warehouse 3,Fulfilled,489,2107,2020.118334,TRUE,6,FALSE,50425.02765,2146.5,7233
21-12-2022,East,Furniture,Supplier B,Warehouse 3,Fulfilled,69,2186,14009.05912,TRUE,7,TRUE,3967.841,3105,5711
22-12-2022,West,Furniture,Supplier C,Warehouse 1,Fulfilled,186,4024,4031.160914,TRUE,19,FALSE,26574.95066,2096.5,5239
23-12-2022,North,Clothing,Supplier A,Warehouse 1,Fulfilled,973,169,10541.45319,TRUE,16,FALSE,166674.5149,594,8209
24-12-2022,North,Clothing,Supplier B,Warehouse 1,Fulfilled,126,1019,13386.91101,TRUE,7,FALSE,16652.98229,680,5292
25-12-2022,West,Furniture,Supplier D,Warehouse 1,Pending,348,341,10385.88972,TRUE,9,FALSE,34273.64475,1060.5,8624
26-12-2022,East,Accessories,Supplier C,Warehouse 1,Fulfilled,968,1780,11939.7043,TRUE,24,FALSE,28435.7969,1128.5,5528
27-12-2022,South,Furniture,Supplier B,Warehouse 1,Fulfilled,75,477,5075.525379,TRUE,13,FALSE,2893.993927,1023,5806
28-12-2022,West,Furniture,Supplier A,Warehouse 1,Fulfilled,676,1569,7513.516936,TRUE,2,FALSE,35315.2345,2136,8702
29-12-2022,North,Electronics,Supplier B,Warehouse 2,Fulfilled,801,2703,13936.65053,TRUE,1,FALSE,151858.1031,3492,9424
30-12-2022,North,Accessories,Supplier C,Warehouse 2,Pending,907,4281,11625.54807,TRUE,13,FALSE,131774.6304,2825,5594
31-12-2024,East,Accessories,Supplier D,Warehouse 3,Fulfilled,859,1369,4308.711162,TRUE,9,FALSE,97615.28594,2987,6561
30-12-2024,West,Furniture,Supplier D,Warehouse 2,Fulfilled,249,4605,8064.82112,TRUE,17,FALSE,5733.302282,4467.5,6855
29-12-2024,North,Accessories,Supplier C,Warehouse 2,Pending,260,4330,13463.10437,TRUE,24,FALSE,6159.027794,3760.5,5447
28-12-2024,East,Furniture,Supplier D,Warehouse 1,Canceled,92,3191,518.3871153,TRUE,19,FALSE,9473.697185,3008.5,5239
27-12-2024,East,Electronics,Supplier B,Warehouse 1,Pending,903,2826,9358.432619,TRUE,10,FALSE,87079.54871,1701.5,8164
26-12-2024,North,Electronics,Supplier D,Warehouse 1,Pending,926,577,14348.41621,TRUE,16,FALSE,46557.84324,1003,7994
25-12-2024,North,Clothing,Supplier A,Warehouse 3,Fulfilled,998,1429,1857.676953,TRUE,4,FALSE,124426.1344,1906,6427
24-12-2024,North,Furniture,Supplier C,Warehouse 2,Fulfilled,160,2383,13849.10798,TRUE,9,FALSE,7371.761425,3107.5,8832
23-12-2024,West,Accessories,Supplier B,Warehouse 1,Pending,101,3832,2548.033621,TRUE,29,FALSE,6919.703094,2392.5,5459
22-12-2024,East,Electronics,Supplier A,Warehouse 3,Fulfilled,525,953,9760.753224,TRUE,10,FALSE,37880.20325,902,9639
21-12-2024,South,Furniture,Supplier D,Warehouse 2,Fulfilled,135,851,531.6700714,TRUE,29,FALSE,10652.18248,1625.5,9416
20-12-2024,West,Electronics,Supplier D,Warehouse 1,Fulfilled,490,2400,14997.81405,TRUE,7,FALSE,87464.36379,3527.5,5467
19-12-2024,West,Furniture,Supplier D,Warehouse 2,Fulfilled,237,4655,3385.663769,TRUE,11,FALSE,16858.01931,2814,8897
18-12-2024,West,Clothing,Supplier B,Warehouse 1,Pending,958,973,1963.653571,TRUE,14,FALSE,122655.3745,1104,9718
17-12-2024,East,Accessories,Supplier A,Warehouse 2,Pending,702,1235,1841.491007,TRUE,26,FALSE,14169.17778,1797,6579
16-12-2024,West,Clothing,Supplier A,Warehouse 1,Pending,220,2359,4224.035547,TRUE,22,FALSE,6311.566724,3511.5,7019
15-12-2024,West,Accessories,Supplier B,Warehouse 1,Fulfilled,734,4664,1802.420877,TRUE,20,FALSE,139538.3499,3154.5,6813
14-12-2024,West,Clothing,Supplier D,Warehouse 1,Pending,151,1645,5721.444646,TRUE,7,FALSE,19695.68789,1242,8245
13-12-2024,North,Clothing,Supplier B,Warehouse 1,Fulfilled,836,839,727.5906311,TRUE,9,FALSE,55154.16013,2159.5,8169
12-12-2024,South,Clothing,Supplier C,Warehouse 3,Fulfilled,292,3480,3995.433015,TRUE,16,FALSE,19776.61143,3131.5,5813
11-12-2024,East,Accessories,Supplier A,Warehouse 2,Pending,821,2783,6147.982376,TRUE,5,FALSE,39180.53256,2278.5,7301
10-12-2024,West,Electronics,Supplier B,Warehouse 3,Pending,728,1774,2097.063102,TRUE,20,FALSE,59591.5433,2220.5,9058
09-12-2024,West,Clothing,Supplier A,Warehouse 1,Fulfilled,122,2667,7737.075543,TRUE,12,FALSE,16130.70142,2854.5,9097
08-12-2024,West,Electronics,Supplier D,Warehouse 1,Fulfilled,325,3042,7862.406202,TRUE,7,TRUE,60966.95331,3330,6478
07-12-2024,West,Electronics,Supplier B,Warehouse 1,Fulfilled,670,3618,10984.32832,TRUE,10,FALSE,112623.6518,3528,8464
06-12-2024,North,Clothing,Supplier A,Warehouse 1,Fulfilled,261,3438,5309.038741,TRUE,19,FALSE,11991.49349,2946,5037
05-12-2024,North,Furniture,Supplier B,Warehouse 1,Fulfilled,253,2454,8789.343736,TRUE,12,FALSE,24777.34209,3643,6024
04-12-2024,West,Electronics,Supplier B,Warehouse 2,Pending,413,4832,13294.9332,TRUE,16,FALSE,37152.68715,4709.5,6084
03-12-2024,North,Electronics,Supplier C,Warehouse 3,Fulfilled,524,4587,645.1509531,TRUE,12,FALSE,79659.97286,2730,6338
02-12-2024,West,Electronics,Supplier A,Warehouse 3,Pending,758,873,13340.61193,TRUE,26,FALSE,105205.7989,919,9036
01-12-2024,South,Accessories,Supplier C,Warehouse 2,Fulfilled,724,965,2813.329372,TRUE,27,TRUE,143494.2737,697,9561
30-11-2024,East,Clothing,Supplier C,Warehouse 2,Fulfilled,237,429,5856.171885,TRUE,24,FALSE,33337.28627,1806,8752
29-11-2024,South,Accessories,Supplier B,Warehouse 1,Fulfilled,180,3183,4550.422537,TRUE,21,FALSE,35979.4238,1962,9741
28-11-2024,South,Furniture,Supplier A,Warehouse 1,Fulfilled,722,741,7169.73421,TRUE,8,TRUE,130032.5007,429.5,6804
27-11-2024,East,Clothing,Supplier D,Warehouse 2,Fulfilled,996,118,4888.036152,TRUE,25,FALSE,73098.18811,1231,8183
26-11-2024,West,Furniture,Supplier D,Warehouse 1,Fulfilled,161,2344,9918.3729,TRUE,7,FALSE,14127.73863,2670.5,6468
25-11-2024,South,Electronics,Supplier A,Warehouse 2,Fulfilled,78,2997,8714.513401,TRUE,8,FALSE,13450.7933,3150,5628
24-11-2024,West,Furniture,Supplier B,Warehouse 2,Fulfilled,57,3303,3468.432082,TRUE,17,FALSE,8801.413246,3856,6060
23-11-2024,North,Electronics,Supplier C,Warehouse 2,Canceled,375,4409,7025.930471,TRUE,8,FALSE,30862.49163,2687,5787
22-11-2024,South,Clothing,Supplier B,Warehouse 3,Fulfilled,901,965,1394.281463,TRUE,16,FALSE,65523.454,2025,8281
21-11-2024,South,Clothing,Supplier D,Warehouse 1,Pending,974,3085,13386.82449,TRUE,26,FALSE,55468.22998,3898,5544
20-11-2024,South,Electronics,Supplier D,Warehouse 1,Fulfilled,755,4711,11083.89103,TRUE,1,FALSE,116445.837,2840.5,8768
19-11-2024,East,Furniture,Supplier D,Warehouse 3,Fulfilled,898,970,729.8517124,TRUE,4,FALSE,95510.24227,2455,6829
18-11-2024,North,Accessories,Supplier D,Warehouse 3,Fulfilled,178,3940,13886.02283,TRUE,20,FALSE,12362.54949,2461,5080
17-11-2024,South,Clothing,Supplier B,Warehouse 2,Fulfilled,160,982,7655.459972,TRUE,26,FALSE,18645.39293,2444,9425
16-11-2024,South,Clothing,Supplier A,Warehouse 2,Canceled,486,3906,10151.93226,TRUE,18,FALSE,65947.93743,3505.5,9985
15-11-2024,North,Electronics,Supplier B,Warehouse 2,Fulfilled,107,3105,14936.47636,TRUE,28,FALSE,5169.088266,2083.5,7563
14-11-2024,West,Electronics,Supplier A,Warehouse 3,Fulfilled,944,1062,11311.61082,TRUE,28,FALSE,83924.15786,1549,5171
13-11-2024,East,Electronics,Supplier D,Warehouse 1,Pending,242,2036,3441.661051,TRUE,28,FALSE,28965.28313,3432.5,5366
12-11-2024,North,Clothing,Supplier C,Warehouse 2,Fulfilled,607,4829,10359.5898,TRUE,23,FALSE,33286.54896,4084.5,8205
11-11-2024,West,Clothing,Supplier C,Warehouse 3,Fulfilled,581,3340,7827.628189,FALSE,20,FALSE,42498.35669,1992.5,7889
10-11-2024,South,Electronics,Supplier C,Warehouse 3,Canceled,660,645,11009.41114,TRUE,3,TRUE,21803.77077,2027,8346
09-11-2024,South,Accessories,Supplier A,Warehouse 3,Pending,577,3409,3014.24296,TRUE,3,FALSE,110242.6735,2837.5,5064
08-11-2024,West,Clothing,Supplier C,Warehouse 1,Fulfilled,779,2266,10253.34298,TRUE,5,FALSE,94509.81365,1364.5,7664
07-11-2024,West,Electronics,Supplier B,Warehouse 1,Fulfilled,103,463,3035.817075,TRUE,5,FALSE,18096.98826,2143,9413
06-11-2024,North,Accessories,Supplier D,Warehouse 2,Fulfilled,974,3823,14906.88351,TRUE,5,FALSE,50469.014,3374,7880
05-11-2024,West,Clothing,Supplier C,Warehouse 3,Pending,393,2925,6352.575481,TRUE,3,FALSE,10828.99341,3311,6972
04-11-2024,South,Clothing,Supplier C,Warehouse 1,Pending,615,3697,898.3231564,TRUE,5,FALSE,75159.99433,4261.5,8854
03-11-2024,South,Furniture,Supplier C,Warehouse 2,Fulfilled,984,4826,1881.109543,TRUE,15,FALSE,164527.971,2736,5103
02-11-2024,South,Electronics,Supplier B,Warehouse 1,Fulfilled,636,646,11469.81792,TRUE,22,FALSE,57985.96561,1843,7522
01-11-2024,North,Furniture,Supplier A,Warehouse 2,Pending,657,3040,2211.087386,TRUE,13,FALSE,89418.86078,1805.5,7421
31-10-2024,East,Clothing,Supplier B,Warehouse 3,Fulfilled,904,571,11235.48531,TRUE,2,FALSE,83070.63791,1156,5564
30-10-2024,North,Electronics,Supplier D,Warehouse 1,Fulfilled,989,1741,14725.91556,TRUE,24,FALSE,128137.965,3179,8928
29-10-2024,West,Electronics,Supplier A,Warehouse 3,Pending,773,4617,7334.166015,TRUE,24,FALSE,150321.3252,4027.5,8360
28-10-2024,South,Clothing,Supplier A,Warehouse 3,Pending,690,3438,8226.283418,TRUE,18,FALSE,49420.02957,2213,5941
27-10-2024,North,Clothing,Supplier B,Warehouse 2,Pending,296,988,12817.23423,FALSE,18,FALSE,39282.84125,1130,5212
26-10-2024,North,Accessories,Supplier B,Warehouse 2,Fulfilled,121,1272,2124.169839,TRUE,17,FALSE,11640.05611,2936,5246
25-10-2024,South,Clothing,Supplier B,Warehouse 3,Pending,650,4600,10641.07874,FALSE,3,FALSE,59795.56858,3055,8573
24-10-2024,North,Furniture,Supplier D,Warehouse 3,Fulfilled,780,1510,9756.075944,TRUE,18,FALSE,62358.70865,2476,5355
23-10-2024,East,Clothing,Supplier B,Warehouse 1,Fulfilled,557,3442,9498.074282,FALSE,22,FALSE,96110.4122,2287,9288
22-10-2024,West,Clothing,Supplier D,Warehouse 1,Fulfilled,886,1132,5045.421718,TRUE,4,FALSE,169062.9068,2298,7028
21-10-2024,South,Electronics,Supplier D,Warehouse 2,Fulfilled,990,3464,3327.452694,TRUE,5,FALSE,103649.86,2640,8317
20-10-2024,West,Furniture,Supplier C,Warehouse 1,Fulfilled,839,1816,13262.24363,TRUE,27,FALSE,139006.954,1225,6041
19-10-2024,East,Electronics,Supplier D,Warehouse 3,Fulfilled,656,634,3410.336222,TRUE,21,FALSE,71822.34596,2603.5,9122
18-10-2024,East,Electronics,Supplier C,Warehouse 1,Fulfilled,458,4573,10171.0027,TRUE,29,FALSE,29439.62995,3041.5,6418
17-10-2024,North,Clothing,Supplier A,Warehouse 1,Pending,560,1510,9027.827949,TRUE,29,FALSE,68565.98362,2948.5,8555
16-10-2024,South,Accessories,Supplier C,Warehouse 1,Fulfilled,375,4387,2169.758917,TRUE,25,FALSE,28394.08445,2314.5,7364
15-10-2024,North,Electronics,Supplier B,Warehouse 1,Fulfilled,846,242,11049.27819,TRUE,7,FALSE,38653.68392,1741,8170
14-10-2024,East,Clothing,Supplier D,Warehouse 1,Fulfilled,250,3240,9241.272516,TRUE,21,FALSE,42134.67256,1891,6925
13-10-2024,West,Electronics,Supplier A,Warehouse 1,Fulfilled,694,542,13046.77111,TRUE,24,FALSE,16284.58056,1668,8002
12-10-2024,East,Furniture,Supplier D,Warehouse 3,Pending,340,2794,12638.84848,TRUE,15,FALSE,28001.69036,1854.5,9870
11-10-2024,North,Clothing,Supplier D,Warehouse 1,Fulfilled,773,915,6059.124023,TRUE,20,FALSE,75905.65231,1573,5641
10-10-2024,West,Electronics,Supplier A,Warehouse 1,Fulfilled,300,2231,2096.069523,TRUE,6,FALSE,41540.77373,2064,5148
09-10-2024,North,Accessories,Supplier B,Warehouse 1,Fulfilled,958,1897,3430.173573,TRUE,27,FALSE,166611.4892,3286,9233
08-10-2024,North,Accessories,Supplier B,Warehouse 3,Fulfilled,985,4675,8156.987174,TRUE,22,TRUE,28498.4465,3948.5,7481
07-10-2024,North,Furniture,Supplier C,Warehouse 1,Fulfilled,849,3222,11065.23682,TRUE,15,TRUE,138542.4908,3770,5214
06-10-2024,West,Clothing,Supplier B,Warehouse 2,Fulfilled,239,4318,1051.713085,TRUE,27,FALSE,15233.94235,4346.5,8554
05-10-2024,North,Furniture,Supplier A,Warehouse 2,Fulfilled,999,4375,7076.805739,TRUE,27,FALSE,29515.09415,2499,9053
04-10-2024,West,Accessories,Supplier A,Warehouse 3,Fulfilled,159,623,7656.383064,FALSE,10,FALSE,21296.44408,1906,8549
03-10-2024,South,Clothing,Supplier D,Warehouse 3,Fulfilled,132,3189,13763.07112,TRUE,25,FALSE,16694.26648,1783,5224
02-10-2024,South,Clothing,Supplier C,Warehouse 2,Fulfilled,525,377,2344.760861,TRUE,3,FALSE,22899.86314,1952,6675
01-10-2024,West,Electronics,Supplier C,Warehouse 1,Pending,834,3527,1002.435292,TRUE,26,FALSE,44140.55064,2811.5,6795
30-09-2024,South,Accessories,Supplier C,Warehouse 2,Fulfilled,404,2096,5162.228628,TRUE,1,TRUE,48434.62918,1216.5,6200
29-09-2024,East,Accessories,Supplier D,Warehouse 1,Fulfilled,336,337,11154.00969,TRUE,15,FALSE,65421.8921,984.5,7786
28-09-2024,North,Clothing,Supplier A,Warehouse 3,Fulfilled,294,1632,8957.504859,TRUE,3,FALSE,12468.81806,2679.5,7407
27-09-2024,South,Clothing,Supplier C,Warehouse 3,Pending,914,3727,2293.517334,TRUE,13,FALSE,151224.9379,3274,9766
26-09-2024,South,Accessories,Supplier D,Warehouse 3,Fulfilled,92,2821,2291.714067,TRUE,7,FALSE,7442.009407,3165.5,6393
25-09-2024,North,Furniture,Supplier A,Warehouse 1,Fulfilled,896,3510,3898.366315,TRUE,2,FALSE,73751.11647,3220.5,8497
24-09-2024,North,Accessories,Supplier C,Warehouse 2,Fulfilled,255,2931,8028.501132,TRUE,22,FALSE,25666.64946,1554,5359
23-09-2024,West,Electronics,Supplier D,Warehouse 2,Fulfilled,940,177,4379.141939,TRUE,29,FALSE,74700.45409,906,5034
22-09-2024,North,Clothing,Supplier C,Warehouse 1,Fulfilled,817,1635,4586.061581,TRUE,26,FALSE,72675.78617,2807,9572
21-09-2024,East,Electronics,Supplier C,Warehouse 1,Fulfilled,665,3979,3240.29207,TRUE,29,FALSE,106360.2417,2689,9093
20-09-2024,East,Clothing,Supplier C,Warehouse 2,Canceled,904,1399,6718.823646,TRUE,10,FALSE,27448.09392,2387.5,6514
19-09-2024,South,Accessories,Supplier A,Warehouse 3,Fulfilled,421,3376,12403.3286,TRUE,21,FALSE,53844.68355,2289,5022
18-09-2024,North,Clothing,Supplier A,Warehouse 1,Fulfilled,844,1202,3161.679656,TRUE,12,FALSE,129531.301,1391,6452
17-09-2024,South,Electronics,Supplier C,Warehouse 2,Fulfilled,158,1580,10408.23226,FALSE,15,FALSE,7616.812371,2236.5,7907
16-09-2024,North,Electronics,Supplier C,Warehouse 2,Fulfilled,822,2893,12365.35739,TRUE,26,FALSE,130279.7991,2297,8842
15-09-2024,South,Accessories,Supplier D,Warehouse 3,Fulfilled,659,1701,7207.849397,TRUE,19,FALSE,90610.36225,1880,7519
14-09-2024,East,Accessories,Supplier B,Warehouse 1,Fulfilled,605,2059,8959.68012,TRUE,16,FALSE,79903.97438,2244,7006
13-09-2024,South,Furniture,Supplier B,Warehouse 3,Fulfilled,544,2429,13797.6133,TRUE,26,FALSE,41955.31187,2662,7296
12-09-2024,West,Furniture,Supplier B,Warehouse 1,Fulfilled,359,2895,14206.95208,TRUE,20,FALSE,37573.83986,2826,7450
11-09-2024,East,Furniture,Supplier C,Warehouse 3,Fulfilled,730,2757,10980.1458,TRUE,16,FALSE,115141.1253,2899,5050
10-09-2024,East,Clothing,Supplier D,Warehouse 2,Fulfilled,450,3041,4648.303869,TRUE,17,FALSE,32058.62575,2446,8256
09-09-2024,West,Furniture,Supplier C,Warehouse 1,Fulfilled,605,1851,7594.549285,FALSE,12,FALSE,34016.1647,2806,5304
08-09-2024,North,Clothing,Supplier C,Warehouse 1,Pending,576,3761,3944.620211,TRUE,28,FALSE,66611.49103,2208,6673
07-09-2024,East,Furniture,Supplier D,Warehouse 1,Fulfilled,849,655,10128.47898,TRUE,29,FALSE,92179.92622,2790,6055
06-09-2024,South,Accessories,Supplier D,Warehouse 2,Fulfilled,607,4925,1611.024829,FALSE,5,TRUE,13017.56145,3094,8499
05-09-2024,South,Electronics,Supplier C,Warehouse 1,Fulfilled,760,1263,11099.65006,FALSE,16,FALSE,46274.08536,2360,6229
04-09-2024,West,Furniture,Supplier A,Warehouse 1,Fulfilled,366,3457,4501.258008,TRUE,24,FALSE,64864.41251,4136,6859
03-09-2024,South,Electronics,Supplier D,Warehouse 1,Fulfilled,191,4815,7713.98819,TRUE,7,FALSE,37342.86956,2656,9897
02-09-2024,North,Clothing,Supplier B,Warehouse 2,Pending,648,497,3174.310263,TRUE,20,FALSE,109715.4945,1067,6696
01-09-2024,West,Clothing,Supplier A,Warehouse 2,Pending,386,1637,4532.62643,TRUE,10,TRUE,39366.13694,2121.5,7568
31-08-2024,West,Accessories,Supplier D,Warehouse 3,Fulfilled,961,2606,5267.02185,TRUE,7,FALSE,186753.4751,3349.5,9777
30-08-2024,West,Electronics,Supplier A,Warehouse 3,Fulfilled,445,4093,10249.24694,TRUE,2,FALSE,68134.22674,4014.5,8362
29-08-2024,East,Accessories,Supplier B,Warehouse 1,Fulfilled,759,3936,4828.149922,TRUE,25,FALSE,70162.05481,2051.5,7710
